2023-11-19 22:21:20,661 INFO  Logger.cs: 70 - 
2023-11-19 22:23:53,300 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-11-19 22:24:00,914 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-11-19 22:24:02,862 INFO  ExportHelperExtension.cs: 347 - Creating joint thigh_Link
2023-11-19 22:24:02,862 INFO  ExportHelperExtension.cs: 1397 - Fixing components for hip_link
2023-11-19 22:24:02,862 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-11-19 22:24:02,862 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-11-19 22:24:03,017 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2023-11-19 22:24:03,017 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-11-19 22:24:03,017 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-11-19 22:24:03,017 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-11-19 22:24:04,659 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent hip_link to child thigh_Link failed
2023-11-19 22:24:04,825 INFO  ExportHelperExtension.cs: 347 - Creating joint shank_Link
2023-11-19 22:24:04,826 INFO  ExportHelperExtension.cs: 1397 - Fixing components for thigh_Link
2023-11-19 22:24:04,826 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2023-11-19 22:24:04,827 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-11-19 22:24:04,827 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-11-19 22:24:04,983 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
2023-11-19 22:24:04,983 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-11-19 22:24:04,983 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-11-19 22:24:04,984 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-11-19 22:24:04,984 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 25
2023-11-19 22:24:06,662 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent thigh_Link to child shank_Link failed
2023-11-19 22:24:06,806 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from asm_leg_FL_urdf2.SLDASM
2023-11-19 22:24:06,809 INFO  ExportHelperExtension.cs: 1136 - Found 49 in asm_leg_FL_urdf2.SLDASM
2023-11-19 22:24:06,809 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in asm_leg_FL_urdf2.SLDASM
2023-11-19 22:24:06,810 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-11-19 22:24:06,810 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-11-19 22:24:06,810 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from asm_shank_urdf-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1136 - Found 57 in asm_shank_urdf-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in asm_shank_urdf-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hip_torso_FL-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1136 - Found 91 in hip_torso_FL-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in hip_torso_FL-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from asm_leg_FL_thigh-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1136 - Found 41 in asm_leg_FL_thigh-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in asm_leg_FL_thigh-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from asm_leg_FL_urdf2.SLDASM
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1136 - Found 49 in asm_leg_FL_urdf2.SLDASM
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [RefAxis] in asm_leg_FL_urdf2.SLDASM
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from asm_shank_urdf-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1136 - Found 57 in asm_shank_urdf-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in asm_shank_urdf-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hip_torso_FL-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1136 - Found 91 in hip_torso_FL-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [RefAxis] in hip_torso_FL-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from asm_leg_FL_thigh-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1136 - Found 41 in asm_leg_FL_thigh-1
2023-11-19 22:24:06,811 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [RefAxis] in asm_leg_FL_thigh-1
2023-11-19 22:24:06,849 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-11-19 22:25:02,476 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2023-11-19 22:25:02,476 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
